danceability,energy,key,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,loudness,hit
0.71,0.574,3,0.0571,0.442,0.0,0.0492,0.639,96.3,123067,-6.721,1
0.749,0.521,2,0.0839,0.561,0.0,0.282,0.934,147.604,218560,-10.405,1
0.665,0.324,6,0.136,0.00206,0.717,0.3,0.496,159.915,194507,-12.798,0
0.444,0.974,9,0.076,0.0014,0.0,0.361,0.661,116.159,167613,-5.841,1
0.542,0.695,0,0.0462,0.743,0.906,0.0235,0.97,202.334,172493,-11.965,1
0.499,0.908,6,0.924,0.897,0.0,0.784,0.149,105.229,268400,-8.237,1
0.713,0.459,9,0.0563,0.0969,0.0,0.0891,0.831,118.656,164640,-14.169,1
0.652,0.466,10,0.912,0.924,0.0,0.683,0.791,115.171,187840,-11.851,1
0.469,0.424,4,0.039,0.883,0.901,0.0927,0.0387,163.099,77307,-12.165,0
0.52,0.617,5,0.0316,0.00151,1.38e-05,0.128,0.488,128.642,258067,-8.437,0
0.685,0.555,4,0.0418,0.85,3.04e-06,0.0921,0.18,141.982,333573,-9.68,1
0.632,0.944,11,0.0443,0.00108,0.0,0.49,0.58,123.972,362693,-4.762,0
0.794,0.715,4,0.155,0.172,0.0,0.114,0.847,123.518,200493,-8.687,1
0.522,0.441,2,0.03,0.165,0.0,0.691,0.355,117.044,94507,-9.643,0
0.682,0.536,10,0.0449,0.575,0.927,0.144,0.543,108.02,291370,-16.783,0
0.78,0.714,9,0.195,0.0558,0.0,0.333,0.824,144.148,228880,-5.362,1
0.543,0.262,1,0.0489,0.526,0.0271,0.725,0.661,70.92,203693,-13.476,1
0.627,0.844,6,0.0358,0.00111,0.625,0.127,0.245,135.033,230493,-9.902,0
0.795,0.488,9,0.063,0.0276,0.000341,0.0827,0.617,82.93,226859,-10.256,0
0.791,0.736,2,0.093,0.179,0.0,0.108,0.433,101.258,186187,-4.856,1
0.442,0.882,2,0.0776,0.123,0.00202,0.936,0.321,119.86,320333,-5.094,1
0.44,0.221,4,0.0491,0.888,0.0296,0.082,0.0399,102.07,246027,-17.886,0
0.192,0.355,8,0.0612,0.464,0.941,0.51,0.027,86.861,120107,-20.193,1
0.223,0.581,0,0.0383,0.000141,6.02e-06,0.309,0.423,66.171,117280,-4.757,1
0.532,0.721,5,0.0303,0.13,0.94,0.211,0.753,83.538,159213,-3.801,1
0.417,0.653,8,0.0579,0.639,0.0,0.133,0.558,75.627,269067,-11.446,1
0.516,0.524,11,0.0375,0.637,0.929,0.0941,0.518,74.863,203547,-9.478,1
0.433,0.843,6,0.0469,0.00727,8.99e-05,0.729,0.222,100.217,514200,-5.715,1
0.455,0.997,11,0.114,0.123,0.781,0.068,0.0376,150.735,243240,-11.336,0
0.716,0.512,5,0.0491,0.648,0.0,0.0832,0.959,141.963,198573,-10.639,1
0.106,0.246,2,0.0377,0.93,0.924,0.137,0.0379,91.189,110093,-19.138,0
0.478,0.96,6,0.119,0.325,0.545,0.708,0.769,92.157,99173,-7.579,1
0.703,0.807,11,0.162,0.0712,0.00146,0.438,0.535,127.99,352013,-6.344,0
0.723,0.705,1,0.0349,0.121,0.000241,0.0767,0.898,174.151,342187,-9.015,1
0.816,0.724,9,0.0352,0.306,0.0,0.0843,0.833,135.935,202267,-3.091,0
0.665,0.708,5,0.083,0.266,0.0013,0.0935,0.4,120.176,310651,-8.66,1
0.499,0.15,7,0.0284,0.932,0.003,0.112,0.0671,135.119,278827,-14.74,1
0.623,0.466,0,0.0279,0.763,0.0,0.295,0.72,139.845,232573,-9.09,1
0.606,0.0403,5,0.933,0.805,0.0,0.217,0.378,85.464,1610000,-33.502,1
0.637,0.222,7,0.0331,0.768,0.0,0.137,0.22,116.857,234600,-11.03,1
0.625,0.349,3,0.934,0.787,0.0,0.763,0.372,78.233,193760,-15.405,0
0.586,0.605,9,0.0354,0.701,0.0,0.104,0.939,152.366,202333,-7.697,1
0.844,0.775,0,0.0957,0.0869,0.113,0.114,0.89,127.001,294720,-6.246,1
0.596,0.607,7,0.0329,0.174,0.000108,0.0739,0.45,91.999,353040,-8.601,1
0.496,0.464,7,0.0364,0.508,0.029,0.339,0.667,123.324,286133,-7.381,1
0.3,0.705,1,0.137,3.24e-05,0.128,0.107,0.476,138.969,172480,-8.046,1
0.684,0.92,8,0.406,0.14,4.71e-06,0.166,0.474,89.918,228480,-2.669,0
0.144,0.0668,5,0.0482,0.99,0.97,0.106,0.0293,141.715,307373,-26.923,1
0.697,0.815,7,0.0333,0.319,0.0128,0.111,0.579,92.943,289427,-4.149,1
0.879,0.76,10,0.0983,0.151,0.000245,0.356,0.688,110.003,275707,-6.918,0
0.596,0.516,0,0.0881,0.936,0.0,0.423,0.752,158.463,164213,-6.574,1
0.665,0.73,2,0.113,0.0154,1.82e-05,0.296,0.329,142.762,364787,-8.171,1
0.62,0.871,0,0.0498,0.616,0.000255,0.18,0.94,119.663,63840,-3.595,1
0.539,0.286,4,0.042,0.814,0.0,0.327,0.662,141.531,122021,-7.355,0
0.486,0.475,3,0.0351,0.058,0.396,0.0874,0.0781,138.058,196938,-12.354,1
0.709,0.884,2,0.0497,0.0199,0.0114,0.36,0.702,123.088,377200,-6.667,1
0.764,0.105,7,0.0543,0.781,0.0,0.328,0.475,106.763,110773,-12.139,1
0.492,0.601,2,0.0468,0.874,2.12e-06,0.0701,0.876,123.344,261840,-3.875,1
0.692,0.768,1,0.218,0.607,0.0,0.257,0.861,173.967,194653,-5.596,0
0.696,0.642,7,0.171,0.483,0.259,0.0342,0.916,170.697,150747,-4.559,1
0.689,0.876,6,0.0722,0.0469,0.0,0.222,0.8,89.669,301267,-4.162,1
0.805,0.658,7,0.257,0.161,3.33e-06,0.452,0.868,92.997,241387,-10.276,1
0.449,0.562,4,0.0326,0.151,3.33e-05,0.149,0.143,148.167,271307,-7.975,0
0.523,0.303,4,0.0467,0.85,0.305,0.125,0.6,118.235,177528,-13.287,0
0.291,0.981,1,0.191,6.26e-05,0.533,0.293,0.272,132.405,278960,-5.43,1
0.66,0.839,4,0.0475,0.0373,3.14e-06,0.68,0.62,119.068,207200,-5.179,1
0.376,0.247,0,0.0427,0.375,0.401,0.946,0.446,190.767,411160,-16.292,1
0.73,0.35,9,0.0407,0.495,0.000379,0.0631,0.961,121.979,123668,-10.968,1
0.492,0.0288,8,0.0916,0.931,0.0,0.694,0.379,79.597,194667,-18.746,1
0.428,0.217,9,0.0286,0.876,0.000297,0.184,0.289,87.012,186840,-14.71,1
0.497,0.432,5,0.0479,0.97,0.938,0.0831,0.961,153.725,141307,-14.484,1
0.781,0.633,1,0.0779,0.0107,1.89e-06,0.158,0.937,169.974,259960,-10.276,1
0.672,0.572,0,0.0269,0.743,0.473,0.086,0.59,138.002,336667,-12.913,1
0.384,0.518,10,0.0439,0.52,0.0,0.198,0.666,140.883,164227,-11.739,1
0.448,0.361,6,0.0425,0.948,0.914,0.106,0.243,110.088,339880,-13.769,1
0.163,0.232,4,0.0477,0.869,0.672,0.17,0.138,80.806,51493,-13.494,0
0.485,0.0799,0,0.0285,0.94,7.96e-06,0.16,0.175,74.312,163400,-14.692,1
0.608,0.317,0,0.0584,0.987,0.922,0.224,0.873,96.754,116467,-17.092,1
0.596,0.794,2,0.0584,0.636,0.0724,0.353,0.72,114.167,246093,-8.429,1
0.696,0.85,9,0.0417,0.332,0.0,0.151,0.811,122.028,200333,-5.71,1
0.528,0.468,2,0.0275,0.186,0.0,0.0976,0.106,78.067,227613,-7.402,1
0.427,0.888,3,0.0642,2.5e-05,2.01e-06,0.104,0.472,162.983,191840,-5.806,0
0.754,0.629,5,0.357,0.245,1.5e-06,0.0298,0.804,143.309,178260,-7.002,1
0.653,0.593,7,0.0305,0.00336,0.000764,0.358,0.432,128.045,154693,-6.733,1
0.88,0.499,7,0.318,0.0392,0.000264,0.0877,0.53,90.068,231837,-11.166,1
0.622,0.149,7,0.684,0.963,0.0,0.109,0.322,170.311,404000,-16.796,1
0.292,0.391,1,0.0302,0.984,0.77,0.119,0.0382,118.442,402959,-8.343,1
0.46,0.877,5,0.037,0.00212,0.00232,0.107,0.508,167.932,220319,-5.953,0
0.406,0.685,1,0.222,0.173,0.319,0.121,0.11,73.529,310733,-5.616,1
0.813,0.518,0,0.0757,0.0918,0.0,0.367,0.898,93.974,175213,-10.37,1
0.762,0.447,9,0.255,0.00954,0.0,0.0704,0.622,168.14,211667,-9.084,1
0.63,0.889,4,0.0504,0.000398,0.00418,0.0717,0.761,131.949,239813,-4.145,1
0.562,0.852,1,0.321,0.0396,2.09e-05,0.119,0.573,93.341,264107,-5.13,1
0.762,0.654,10,0.0335,0.481,2.8e-06,0.0791,0.925,102.059,208867,-10.392,1
0.477,0.0157,1,0.0862,0.543,0.0,0.107,0.654,133.464,27160,-24.216,1
0.265,0.602,8,0.142,0.322,0.00147,0.42,0.575,180.559,306360,-11.454,1
0.658,0.621,1,0.231,0.0667,2.46e-06,0.142,0.817,91.267,246707,-5.725,1
0.674,0.904,11,0.0485,3.63e-05,0.797,0.107,0.587,146.979,517551,-8.634,0
0.522,0.869,0,0.0691,0.138,0.355,0.152,0.429,138.164,228533,-9.982,1
0.679,0.552,4,0.0408,0.287,0.314,0.0727,0.962,125.141,155160,-8.318,1
0.487,0.00802,0,0.0382,0.965,0.93,0.108,0.131,121.995,136267,-27.29,0
0.622,0.36,11,0.0276,0.765,9.09e-06,0.0849,0.361,127.943,254267,-12.589,0
0.421,0.39,2,0.0489,0.895,0.0233,0.273,0.963,128.058,276160,-11.46,1
0.755,0.474,2,0.0483,0.709,0.167,0.0479,0.687,117.924,168186,-5.549,1
0.829,0.61,0,0.0805,0.835,0.908,0.0862,0.86,87.744,242081,-14.576,1
0.616,0.458,2,0.05,0.93,0.923,0.118,0.865,91.435,152360,-15.732,1
0.785,0.658,8,0.035,0.414,0.0,0.107,0.919,143.893,242307,-6.295,0
0.589,0.88,4,0.0757,0.0149,0.0433,0.116,0.784,159.497,284267,-5.977,0
0.543,0.866,2,0.0517,0.0706,0.0,0.087,0.644,178.958,253400,-5.581,0
0.842,0.469,1,0.223,0.0251,0.562,0.0909,0.733,159.983,289520,-7.12,0
0.377,0.423,9,0.0294,0.514,0.0,0.716,0.325,71.971,255360,-6.476,1
0.588,0.961,1,0.107,0.000822,0.000207,0.362,0.427,109.552,260545,-4.652,1
0.594,0.336,11,0.0556,0.462,0.339,0.108,0.0943,126.114,137840,-15.195,0
0.52,0.853,7,0.0528,0.0401,0.0014,0.124,0.912,108.438,259773,-6.642,1
0.551,0.641,7,0.0361,0.37,0.884,0.373,0.213,90.001,445987,-10.24,0
0.437,0.727,5,0.338,0.31,0.0,0.113,0.877,205.417,250427,-6.935,1
0.303,0.0445,9,0.0363,0.941,0.79,0.107,0.047,102.721,151146,-19.892,0
0.915,0.364,7,0.0705,0.682,0.0,0.0859,0.874,104.978,261067,-10.686,1
0.464,0.383,1,0.0417,0.981,0.924,0.11,0.0688,73.028,179933,-9.335,1
0.769,0.571,8,0.054,0.0802,0.0,0.101,0.83,90.073,240480,-6.341,1
0.688,0.714,6,0.0275,0.148,0.0,0.079,0.723,108.875,217827,-5.314,1
0.679,0.819,9,0.0438,0.196,0.000579,0.12,0.889,107.9,297787,-5.386,1
0.534,0.843,11,0.13,0.101,0.0,0.348,0.815,96.928,258040,-5.514,1
0.7,0.455,2,0.0399,0.296,0.701,0.067,0.935,115.751,152067,-12.103,0
0.763,0.501,11,0.0331,0.448,3.19e-06,0.0538,0.751,98.099,168507,-13.275,0
0.856,0.393,5,0.0673,0.952,0.75,0.0793,0.906,110.682,118107,-10.533,0
0.567,0.78,4,0.174,0.00268,0.0,0.302,0.738,205.658,130744,-5.29,0
0.701,0.734,4,0.0536,0.163,0.000511,0.0743,0.91,118.71,189267,-2.596,0
0.728,0.906,2,0.108,0.701,2.62e-05,0.672,0.867,111.095,253000,-7.133,0
0.784,0.355,10,0.15,0.0255,0.881,0.099,0.307,123.973,439120,-14.596,0
0.605,0.932,6,0.0655,0.0218,0.0,0.0522,0.715,110.435,186160,-2.508,1
0.769,0.691,10,0.187,0.132,0.0,0.109,0.722,92.019,216987,-4.701,0
0.634,0.412,9,0.0699,0.436,0.0,0.16,0.651,132.796,170440,-9.645,1
0.492,0.524,1,0.0303,0.00271,4.76e-05,0.333,0.475,155.823,147893,-14.643,0
0.647,0.75,11,0.0334,0.429,0.0,0.117,0.587,109.944,220080,-4.894,0
0.745,0.456,7,0.0441,0.94,0.00146,0.206,0.958,109.764,174957,-7.582,1
0.657,0.664,0,0.0471,0.185,0.0,0.246,0.723,179.87,164027,-7.613,0
0.621,0.574,7,0.026,0.00601,0.000366,0.322,0.651,103.723,257907,-10.998,1
0.694,0.656,9,0.0311,0.00823,0.198,0.0463,0.861,110.67,325000,-12.461,0
0.611,0.675,5,0.0349,0.835,0.872,0.135,0.896,112.527,234453,-9.46,0
0.635,0.801,10,0.0305,0.136,0.859,0.0811,0.553,129.0,303728,-9.409,0
0.78,0.811,3,0.0755,0.365,4.85e-05,0.0574,0.989,178.267,148200,-7.881,1
0.363,0.248,0,0.115,0.955,1.01e-05,0.326,0.0987,77.311,446680,-18.665,1
0.638,0.196,10,0.0484,0.735,0.0,0.1,0.257,99.988,258427,-12.52,1
0.54,0.436,5,0.0278,0.624,0.0,0.189,0.177,120.062,242120,-8.9,1
0.703,0.273,2,0.044,0.875,0.00929,0.348,0.941,94.876,157914,-13.205,1
0.818,0.416,2,0.0834,0.00255,0.817,0.0453,0.037,127.003,440275,-11.267,1
0.811,0.704,9,0.0316,0.567,0.0,0.0766,0.755,120.972,211413,-5.847,1
0.784,0.696,7,0.158,0.536,5.36e-06,0.126,0.82,120.358,240000,-7.685,1
0.601,0.799,3,0.0364,8.35e-06,0.726,0.373,0.551,126.993,322479,-5.664,0
0.542,0.47,2,0.119,0.882,0.0,0.147,0.667,82.128,53800,-15.051,1
0.431,0.211,4,0.0339,0.942,0.0264,0.0783,0.314,87.509,228536,-11.957,0
0.402,0.458,6,0.0259,0.00238,0.0193,0.122,0.0858,87.98,406067,-7.659,0
0.28,0.82,3,0.0866,6.48e-06,0.292,0.181,0.519,138.757,235200,-7.279,0
0.674,0.878,7,0.0769,0.00284,0.578,0.0907,0.648,112.327,294053,-12.224,1
0.46,0.393,2,0.0359,0.523,0.0,0.137,0.825,119.337,170260,-8.215,0
0.448,0.231,4,0.0545,0.98,0.0,0.406,0.542,80.097,164072,-16.352,0
0.533,0.918,7,0.0879,0.0014,0.0,0.111,0.742,133.994,132693,-3.377,1
0.697,0.512,7,0.0449,0.745,0.0,0.0996,0.968,130.594,92427,-7.66,1
0.671,0.769,0,0.0647,0.492,0.0,0.379,0.899,132.148,182040,-4.675,1
0.794,0.781,0,0.0603,0.00621,0.779,0.0952,0.177,129.997,415000,-7.735,0
0.421,0.688,7,0.222,0.118,7.31e-06,0.368,0.352,128.484,432240,-9.757,1
0.722,0.292,4,0.0302,0.401,0.0,0.226,0.817,97.424,179520,-13.729,1
0.655,0.752,3,0.0281,0.203,0.0,0.113,0.856,141.96,236520,-6.427,1
0.632,0.941,0,0.0356,0.224,1.48e-05,0.122,0.92,140.077,214987,-6.883,1
0.701,0.117,9,0.0497,0.995,0.0844,0.116,0.664,88.405,178103,-17.766,0
0.554,0.237,7,0.0394,0.972,0.0254,0.22,0.847,104.427,177667,-15.742,1
0.614,0.669,5,0.0609,0.146,0.0,0.0653,0.631,77.919,246564,-6.829,0
0.766,0.842,9,0.0526,0.00689,0.00303,0.0493,0.95,127.995,321960,-9.254,1
0.658,0.349,0,0.024,0.669,0.905,0.0993,0.366,99.468,174667,-15.392,1
0.313,0.0194,7,0.038,0.756,1.03e-06,0.597,0.0707,84.954,390947,-21.798,0
0.743,0.325,3,0.0576,0.978,0.243,0.107,0.965,121.959,120427,-20.249,0
0.701,0.469,5,0.0479,0.607,0.00161,0.161,0.894,109.512,207107,-9.025,1
0.662,0.611,5,0.167,0.437,0.0,0.0656,0.924,189.624,163227,-7.322,1
0.412,0.363,6,0.0342,0.896,0.849,0.116,0.696,115.017,256267,-17.675,1
0.763,0.912,6,0.0749,0.224,2.17e-06,0.25,0.813,130.003,214907,-8.877,0
0.562,0.498,7,0.0378,0.534,0.0166,0.0496,0.651,117.743,194987,-9.304,1
0.169,0.927,8,0.0858,0.000427,0.000201,0.247,0.294,102.442,141173,-4.804,1
0.8,0.782,8,0.1,0.000626,0.826,0.0758,0.111,125.019,460904,-9.95,1
0.667,0.514,4,0.0232,0.211,3.07e-05,0.11,0.463,94.859,192960,-9.379,1
0.642,0.373,3,0.0715,0.794,0.000169,0.334,0.856,162.576,183080,-15.216,1
0.781,0.614,2,0.35,0.62,0.134,0.0898,0.539,174.036,201440,-12.669,1
0.674,0.136,4,0.473,0.865,0.000341,0.234,0.335,74.914,25827,-20.931,1
0.195,0.175,5,0.0471,0.992,0.973,0.442,0.115,199.786,238080,-17.822,1
0.791,0.745,2,0.0911,0.0694,0.0113,0.108,0.547,128.013,259200,-9.24,0
0.365,0.662,11,0.0399,0.544,0.0,0.0903,0.121,147.423,292053,-6.043,0
0.545,0.829,0,0.0355,0.55,0.000252,0.983,0.739,105.624,316347,-4.117,1
0.674,0.755,7,0.0439,0.206,2.08e-06,0.0968,0.708,95.996,213613,-8.317,0
0.707,0.0929,2,0.0322,0.867,0.272,0.109,0.194,104.964,188963,-22.6,1
0.792,0.686,11,0.0402,0.00116,0.847,0.0789,0.635,125.163,190473,-11.91,1
0.244,0.13,3,0.0642,0.96,0.874,0.132,0.0898,64.885,586733,-19.614,1
0.614,0.41,7,0.0339,0.516,0.000454,0.208,0.836,90.248,187027,-13.339,1
0.504,0.0859,11,0.0644,0.988,0.000763,0.12,0.352,102.573,190067,-15.716,0
0.584,0.302,9,0.0341,0.975,2.15e-06,0.272,0.574,106.765,174507,-10.653,1
0.646,0.691,9,0.0323,0.00252,0.00151,0.136,0.589,78.064,290373,-4.136,0
0.338,0.628,5,0.0382,0.392,0.886,0.106,0.489,175.625,99427,-7.066,1
0.506,0.674,6,0.447,0.0201,0.0,0.606,0.705,83.364,266067,-7.652,1
0.59,0.251,2,0.0361,0.875,0.0,0.17,0.462,99.668,161924,-5.972,1
0.48,0.607,3,0.0264,0.00516,0.232,0.256,0.429,71.955,240933,-8.313,1
0.847,0.82,0,0.0355,0.00999,7.96e-06,0.0194,0.98,130.029,255427,-18.77,1
0.593,0.922,1,0.0482,0.00877,0.902,0.423,0.623,179.04,293465,-5.046,1
0.161,0.514,1,0.149,0.405,0.237,0.358,0.0168,141.567,1267307,-8.462,1
0.658,0.414,8,0.029,0.843,0.235,0.105,0.852,94.224,156920,-10.84,1
0.593,0.515,7,0.0274,0.537,0.0,0.239,0.763,147.838,183020,-8.132,1
0.46,0.8,6,0.0702,0.103,0.00854,0.296,0.214,138.936,109266,-11.64,0
0.79,0.72,10,0.0569,0.000612,0.698,0.0926,0.155,125.991,413520,-8.152,0
0.695,0.381,7,0.0417,0.642,0.0802,0.163,0.561,84.998,412040,-15.263,0
0.504,0.466,7,0.0325,0.657,0.0313,0.114,0.856,114.859,158198,-9.754,1
0.361,0.967,6,0.0487,0.000725,0.913,0.0533,0.158,144.983,521197,-5.858,0
0.329,0.826,2,0.0618,0.0464,0.555,0.702,0.85,147.605,315400,-10.731,1
0.672,0.559,9,0.0245,0.0542,2.68e-06,0.25,0.247,98.976,228493,-8.151,1
0.197,0.159,6,0.0393,0.738,0.0,0.253,0.211,61.071,194747,-12.655,1
0.816,0.901,11,0.171,0.185,0.393,0.855,0.165,119.976,259960,-6.715,1
0.571,0.211,4,0.0275,0.92,0.0,0.262,0.49,107.724,164533,-12.294,1
0.586,0.885,4,0.0616,0.000553,0.0314,0.109,0.962,155.141,161387,-5.878,1
0.326,0.0895,11,0.0363,0.804,1.42e-05,0.243,0.192,118.224,347307,-22.996,1
0.872,0.878,1,0.0619,0.00189,0.928,0.0358,0.962,117.989,212979,-6.578,0
0.595,0.583,8,0.0653,0.416,0.923,0.269,0.479,193.987,489759,-15.058,0
0.672,0.967,4,0.0748,0.00188,0.699,0.0814,0.547,137.997,566440,-7.457,0
0.53,0.812,9,0.0565,0.00284,1.49e-05,0.118,0.445,120.136,293040,-4.017,1
0.818,0.867,11,0.251,0.00428,0.0426,0.213,0.874,75.69,227918,-8.21,0
0.609,0.514,9,0.0643,0.305,0.952,0.145,0.0687,140.024,41320,-12.793,1
0.526,0.653,4,0.0498,0.624,2.67e-06,0.289,0.82,92.873,274933,-7.903,0
0.678,0.786,9,0.167,0.0311,0.0,0.0369,0.798,116.693,333013,-4.283,1
0.617,0.74,4,0.137,0.0893,0.0,0.242,0.663,79.078,165187,-5.134,0
0.633,0.324,2,0.0382,0.927,0.000541,0.112,0.557,71.67,181081,-12.122,1
0.168,0.321,11,0.0483,0.64,0.912,0.108,0.032,128.514,781600,-18.731,1
0.609,0.303,2,0.0527,0.801,0.422,0.26,0.512,94.981,237507,-13.539,1
0.678,0.3,6,0.0964,0.995,0.523,0.133,0.885,109.37,183667,-14.404,1
0.751,0.749,6,0.0434,0.202,0.0,0.346,0.854,108.028,162560,-6.159,0
0.688,0.903,2,0.0433,0.00785,0.11,0.313,0.441,125.014,242187,-7.496,1
0.224,0.976,9,0.19,0.00118,3.3e-06,0.221,0.0572,79.818,198627,-7.372,1
0.801,0.913,9,0.0776,0.249,0.00137,0.0707,0.961,91.546,303827,-6.721,0
0.774,0.696,6,0.119,0.0211,0.165,0.353,0.068,128.003,425625,-8.879,0
0.525,0.765,1,0.361,0.504,0.0,0.118,0.642,96.552,168080,-7.609,1
0.545,0.745,5,0.246,0.0425,0.0,0.0717,0.926,205.276,237547,-4.959,1
0.563,0.733,9,0.0292,0.631,0.788,0.116,0.816,142.628,381160,-6.026,1
0.2,0.892,1,0.0735,1.11e-05,0.0619,0.0901,0.0597,154.821,272760,-6.204,1
0.675,0.559,7,0.072,0.78,0.686,0.0351,0.458,97.225,268653,-7.7,0
0.502,0.341,1,0.043,0.614,0.0,0.272,0.444,110.803,214500,-15.37,0
0.508,0.438,1,0.0278,0.21,8.76e-06,0.0981,0.256,141.178,291040,-11.183,1
0.674,0.467,5,0.771,0.645,0.0,0.0999,0.697,96.192,77213,-8.459,0
0.574,0.573,3,0.0322,0.0139,5.34e-06,0.0821,0.488,186.301,179560,-10.25,1
0.349,0.809,3,0.318,0.462,0.442,0.587,0.0195,85.356,116587,-11.946,0
0.411,0.137,0,0.0345,0.731,0.0,0.148,0.233,99.339,152373,-16.273,1
0.428,0.962,2,0.0712,0.0019,2.91e-06,0.101,0.531,139.541,147933,-4.554,1
0.24,0.0566,5,0.0413,0.98,0.945,0.104,0.117,106.762,219800,-22.743,1
0.871,0.801,7,0.0387,0.331,0.888,0.0405,0.742,100.02,249880,-4.087,0
0.252,0.534,5,0.0436,0.736,0.863,0.197,0.567,156.281,214720,-10.105,0
0.733,0.528,5,0.0378,0.00663,0.0,0.323,0.609,85.787,244880,-6.896,0
0.596,0.715,1,0.0415,0.99,0.109,0.103,0.744,108.906,172920,-7.217,0
0.513,0.416,1,0.949,0.669,0.0,0.433,0.446,73.891,162053,-12.196,1
0.78,0.493,0,0.465,0.668,0.0,0.681,0.889,136.468,138947,-13.615,1
0.616,0.718,2,0.0256,0.0222,0.0,0.343,0.849,116.469,234653,-7.649,1
0.605,0.721,0,0.0305,0.0461,0.0,0.0643,0.651,120.119,256627,-10.123,1
0.596,0.844,10,0.207,0.668,5.39e-06,0.093,0.771,85.871,350627,-5.742,0
0.256,0.347,8,0.0513,0.993,0.495,0.365,0.239,72.327,188840,-12.629,1
0.699,0.843,3,0.0739,0.605,0.0,0.0997,0.733,98.966,249533,-5.578,1
0.279,0.145,2,0.0358,0.98,0.915,0.119,0.448,83.443,175866,-17.062,1
0.683,0.944,9,0.0574,0.234,1.38e-06,0.971,0.49,91.989,236773,-4.474,0
0.547,0.842,1,0.322,0.0772,0.0,0.632,0.76,186.218,95067,-3.944,1
0.709,0.339,11,0.0342,0.714,0.000432,0.2,0.497,121.511,263813,-13.555,0
0.319,0.941,1,0.0736,0.00131,0.000696,0.174,0.489,143.976,235533,-2.504,0
0.578,0.499,1,0.0577,0.982,0.843,0.16,0.941,151.002,138200,-12.045,1
0.717,0.415,7,0.0555,0.338,0.411,0.037,0.344,100.632,568960,-17.496,1
0.402,0.642,8,0.0401,0.133,3.59e-06,0.0681,0.387,139.96,260347,-7.088,0
0.619,0.482,4,0.0587,0.514,0.0,0.319,0.844,152.444,188860,-6.506,1
0.334,0.0389,8,0.0487,0.995,0.72,0.155,0.499,71.662,275840,-21.052,0
0.621,0.45,9,0.0321,0.762,0.0,0.0925,0.377,139.977,206320,-6.053,0
0.697,0.546,8,0.117,0.0177,0.0,0.505,0.567,171.989,425195,-7.513,1
0.212,0.939,7,0.069,0.117,0.0968,0.0947,0.524,126.807,124627,-4.312,1
0.55,0.635,2,0.0385,0.0741,0.707,0.0387,0.243,168.076,277293,-10.224,1
0.598,0.402,9,0.0257,0.867,0.0,0.0783,0.5,97.099,297067,-7.512,1
0.519,0.177,2,0.0427,0.985,2.43e-05,0.102,0.32,114.091,180532,-14.602,1
0.677,0.672,5,0.0349,0.195,0.91,0.186,0.194,123.011,438907,-12.032,1
0.429,0.761,11,0.0338,8.6e-05,0.00638,0.334,0.549,140.167,147107,-6.356,1
0.617,0.61,7,0.0374,0.00766,0.00048,0.114,0.583,154.49,212627,-6.855,1
0.636,0.773,8,0.0392,0.0161,0.858,0.108,0.563,128.001,486067,-11.902,1
0.36,0.45,4,0.0352,0.814,0.752,0.122,0.254,136.192,363651,-12.784,1
0.592,0.257,0,0.0441,0.923,1.64e-06,0.0782,0.481,100.492,313973,-13.876,1
0.402,0.984,7,0.0641,1.01e-05,0.79,0.318,0.0542,174.484,271120,-3.535,1
0.547,0.794,2,0.0949,0.227,0.258,0.122,0.889,75.034,109296,-6.942,1
0.446,0.639,11,0.0394,0.129,0.927,0.12,0.425,131.424,355880,-9.246,1
0.764,0.462,11,0.0687,7.74e-06,0.933,0.0761,0.593,154.939,261347,-11.777,1
0.486,0.18,3,0.0562,0.993,0.884,0.125,0.893,193.875,176565,-21.178,1
0.27,0.176,1,0.0489,0.524,0.468,0.117,0.115,166.818,417493,-21.629,1
0.69,0.945,0,0.0632,0.0285,0.195,0.108,0.117,119.93,279547,-11.592,1
0.48,0.499,4,0.0514,0.608,0.0,0.216,0.577,136.921,186893,-10.427,1
0.896,0.487,1,0.178,0.00153,0.00084,0.102,0.566,89.904,258733,-7.702,1
0.711,0.866,11,0.262,0.49,0.0,0.0699,0.964,90.567,172693,-9.367,0
0.439,0.0437,0,0.0723,0.95,0.438,0.115,0.439,72.649,159979,-33.385,1
0.536,0.199,4,0.0312,0.943,3.7e-05,0.13,0.288,114.067,275307,-16.885,1
0.236,0.81,4,0.0446,0.000164,0.829,0.365,0.257,131.188,349693,-5.842,0
0.537,0.627,1,0.0486,0.0423,0.000436,0.101,0.48,170.03,204867,-12.241,0
0.816,0.825,2,0.072,0.0422,0.369,0.207,0.563,92.005,167360,-8.606,1
0.831,0.353,0,0.34,0.206,1.24e-05,0.149,0.688,82.034,286373,-9.69,1
0.365,0.641,5,0.0311,0.141,0.000245,0.0745,0.588,184.69,243667,-5.317,1
0.565,0.638,3,0.889,0.969,0.0,0.724,0.915,165.672,88750,-7.749,1
0.712,0.789,2,0.0295,0.0505,0.74,0.0741,0.675,101.034,263267,-5.828,1
0.582,0.556,2,0.0734,0.685,0.0,0.132,0.632,158.032,298070,-8.652,1
0.776,0.371,0,0.0357,0.692,0.506,0.324,0.765,133.903,110653,-6.177,1
0.691,0.762,2,0.0285,0.0808,0.0,0.134,0.529,116.024,248427,-7.321,1
